Trade Month,Options Class,Underlying,Product Type,Exchange,Average Daily Volume
2026/07,DG,DG,S,CBOE,154
2026/07,DGII,DGII,S,CBOE,2
2026/07,DGNX,DGNX,S,CBOE,5
2026/07,DGNX1,DGNX,S,CBOE,1
2026/07,DGRO,DGRO,S,CBOE,1
2026/07,DGRW,DGRW,S,CBOE,1
2026/07,DGS,DGS,S,CBOE,0
2026/07,DGX,DGX,S,CBOE,14
2026/07,DGXX,DGXX,S,CBOE,151
2026/07,DHC,DHC,S,CBOE,1
2026/07,DHI,DHI,S,CBOE,100
2026/07,2DHR,DHR,S,CBOE,1
2026/07,DHR,DHR,S,CBOE,115
2026/07,DHT,DHT,S,CBOE,126
2026/07,DHX,DHX,S,CBOE,0
2026/07,DIA,DIA,S,CBOE,3175
2026/07,DIBS,DIBS,S,CBOE,0
2026/07,DIG,DIG,S,CBOE,1
2026/07,DIN,DIN,S,CBOE,2
2026/07,DINO,DINO,S,CBOE,46
2026/07,DIOD,DIOD,S,CBOE,3
2026/07,DIS,DIS,S,CBOE,1187
2026/07,DIV,DIV,S,CBOE,0
2026/07,DIVO,DIVO,S,CBOE,0
2026/07,DJIA,DJIA,S,CBOE,0
2026/07,DJT,DJT,S,CBOE,733
2026/07,DJTU,DJTU,S,CBOE,1
2026/07,2DJX,DJX,I,CBOE,11
2026/07,DJX,DJX,I,CBOE,90
2026/07,DJXW,DJX,I,CBOE,103
2026/07,DK,DK,S,CBOE,15
2026/07,DKL,DKL,S,CBOE,2
2026/07,2DKNG,DKNG,S,CBOE,248
2026/07,DKNG,DKNG,S,CBOE,1085
2026/07,1DKS,DKS,S,CBOE,5
2026/07,DKS,DKS,S,CBOE,20
2026/07,DLB,DLB,S,CBOE,2
2026/07,DLHC,DLHC,S,CBOE,0
2026/07,DLLL,DLLL,S,CBOE,51
2026/07,DLO,DLO,S,CBOE,181
2026/07,DLR,DLR,S,CBOE,42
2026/07,DLTR,DLTR,S,CBOE,143
2026/07,DLX,DLX,S,CBOE,2
2026/07,DMAC,DMAC,S,CBOE,1
2026/07,DMLP,DMLP,S,CBOE,1
2026/07,DMRC,DMRC,S,CBOE,4
2026/07,DNA,DNA,S,CBOE,11
2026/07,DNLI,DNLI,S,CBOE,10
2026/07,DNN,DNN,S,CBOE,99
2026/07,DNOW,DNOW,S,CBOE,6
2026/07,DNTH,DNTH,S,CBOE,0
2026/07,DNUT,DNUT,S,CBOE,229
2026/07,DOC,DOC,S,CBOE,15
2026/07,DOCN,DOCN,S,CBOE,923
2026/07,DOCS,DOCS,S,CBOE,41
2026/07,DOCU,DOCU,S,CBOE,170
2026/07,DOG,DOG,S,CBOE,4
2026/07,DOJE,DOJE,S,CBOE,1
2026/07,DOLE,DOLE,S,CBOE,0
2026/07,DOMH,DOMH,S,CBOE,1
2026/07,DOMO,DOMO,S,CBOE,468
2026/07,DORM,DORM,S,CBOE,0
2026/07,DOUG,DOUG,S,CBOE,2
2026/07,DOV,DOV,S,CBOE,43
2026/07,DOW,DOW,S,CBOE,1134
2026/07,DOX,DOX,S,CBOE,5
2026/07,DPRO,DPRO,S,CBOE,39
2026/07,DPST,DPST,S,CBOE,215
2026/07,DPZ,DPZ,S,CBOE,30
2026/07,DQ,DQ,S,CBOE,12
2026/07,2DRAM,DRAM,S,CBOE,549
2026/07,DRAM,DRAM,S,CBOE,16265
2026/07,DRD,DRD,S,CBOE,3
2026/07,DRGN,DRGN,S,CBOE,1
2026/07,DRH,DRH,S,CBOE,1
2026/07,DRI,DRI,S,CBOE,15
2026/07,DRIP,DRIP,S,CBOE,24
2026/07,DRIV,DRIV,S,CBOE,0
2026/07,DRN,DRN,S,CBOE,2
2026/07,DRNZ,DRNZ,S,CBOE,3
2026/07,DRS,DRS,S,CBOE,9
2026/07,DRTS,DRTS,S,CBOE,87
2026/07,DRV,DRV,S,CBOE,1
2026/07,DRVN,DRVN,S,CBOE,0
2026/07,DSGN,DSGN,S,CBOE,19
2026/07,DSGR,DSGR,S,CBOE,3
2026/07,DSGX,DSGX,S,CBOE,3
2026/07,DSL,DSL,S,CBOE,0
2026/07,DSP,DSP,S,CBOE,1
2026/07,DSX,DSX,S,CBOE,0
2026/07,DT,DT,S,CBOE,107
2026/07,DTCR,DTCR,S,CBOE,3
2026/07,DTCX,DTCX,S,CBOE,6
2026/07,DTE,DTE,S,CBOE,6
2026/07,DTIL,DTIL,S,CBOE,3
2026/07,DUG,DUG,S,CBOE,0
2026/07,DUK,DUK,S,CBOE,77
2026/07,DUOL,DUOL,S,CBOE,517
2026/07,DUOT,DUOT,S,CBOE,276
2026/07,DUSL,DUSL,S,CBOE,0
2026/07,DUST,DUST,S,CBOE,5
2026/07,DUST1,DUST,S,CBOE,0
2026/07,DV,DV,S,CBOE,8
2026/07,DVA,DVA,S,CBOE,51
2026/07,1DVN,DVN,S,CBOE,266
2026/07,DVN,DVN,S,CBOE,844
2026/07,DVN1,DVN,S,CBOE,4
2026/07,DVXK,DVXK,S,CBOE,0
2026/07,DVY,DVY,S,CBOE,31
2026/07,DVYE,DVYE,S,CBOE,0
2026/07,DX,DX,S,CBOE,5
2026/07,DXC,DXC,S,CBOE,20
2026/07,DXCM,DXCM,S,CBOE,61
2026/07,DXD,DXD,S,CBOE,7
2026/07,DXJ,DXJ,S,CBOE,1
2026/07,DXPE,DXPE,S,CBOE,0
2026/07,DY,DY,S,CBOE,4
2026/07,DYAI,DYAI,S,CBOE,9
2026/07,DYN,DYN,S,CBOE,1
2026/07,E,E,S,CBOE,5
2026/07,EA,EA,S,CBOE,6
2026/07,EAF,EAF,S,CBOE,8
2026/07,EARN,EARN,S,CBOE,3
2026/07,EAT,EAT,S,CBOE,7
2026/07,EBAY,EBAY,S,CBOE,179
2026/07,EBC,EBC,S,CBOE,0
2026/07,EBS,EBS,S,CBOE,1
2026/07,EC,EC,S,CBOE,8
2026/07,ECG,ECG,S,CBOE,20
2026/07,ECH,ECH,S,CBOE,1
2026/07,ECHO,ECHO,S,CBOE,416
2026/07,ECHO1,ECHO,S,CBOE,1
2026/07,ECL,ECL,S,CBOE,16
2026/07,ECNS,ECNS,S,CBOE,0
2026/07,ECO,ECO,S,CBOE,9
2026/07,ECPG,ECPG,S,CBOE,0
2026/07,ECVT,ECVT,S,CBOE,0
2026/07,ED,ED,S,CBOE,6
2026/07,EDC,EDC,S,CBOE,3
2026/07,EDIT,EDIT,S,CBOE,6
2026/07,EDIV,EDIV,S,CBOE,1
2026/07,EDU,EDU,S,CBOE,5
2026/07,EDV,EDV,S,CBOE,13
2026/07,EDZ,EDZ,S,CBOE,2
2026/07,EE,EE,S,CBOE,0
2026/07,EEFT,EEFT,S,CBOE,7
2026/07,2EEM,EEM,S,CBOE,113
2026/07,4EEM,EEM,S,CBOE,1815
2026/07,EEM,EEM,S,CBOE,655
2026/07,EET,EET,S,CBOE,0
2026/07,EETH,EETH,S,CBOE,0
2026/07,EEX,EEX,S,CBOE,5
2026/07,2EFA,EFA,S,CBOE,31
2026/07,4EFA,EFA,S,CBOE,1421
2026/07,EFA,EFA,S,CBOE,372
2026/07,EFC,EFC,S,CBOE,2
2026/07,EFOR,EFOR,S,CBOE,2
2026/07,EFV,EFV,S,CBOE,0
2026/07,EFX,EFX,S,CBOE,4
2026/07,EG,EG,S,CBOE,2
2026/07,EGBN,EGBN,S,CBOE,0
2026/07,EGHT,EGHT,S,CBOE,8
2026/07,EGO,EGO,S,CBOE,41
2026/07,EGP,EGP,S,CBOE,1
2026/07,1EGY,EGY,S,CBOE,114
2026/07,EGY,EGY,S,CBOE,15
2026/07,EH,EH,S,CBOE,32
2026/07,EHC,EHC,S,CBOE,2
2026/07,EHTH,EHTH,S,CBOE,10
2026/07,EINC,EINC,S,CBOE,0
2026/07,1EIX,EIX,S,CBOE,57
2026/07,EIX,EIX,S,CBOE,207
2026/07,EL,EL,S,CBOE,427
2026/07,ELA,ELA,S,CBOE,1
2026/07,ELAN,ELAN,S,CBOE,8
2026/07,ELDN,ELDN,S,CBOE,1
2026/07,ELE,ELE,S,CBOE,3
2026/07,ELF,ELF,S,CBOE,361
2026/07,ELIL,ELIL,S,CBOE,3
2026/07,ELMD,ELMD,S,CBOE,1
2026/07,ELPC1,ELPC,S,CBOE,0
2026/07,ELS,ELS,S,CBOE,0
2026/07,ELTX,ELTX,S,CBOE,37
2026/07,2ELV,ELV,S,CBOE,2
2026/07,ELV,ELV,S,CBOE,14
2026/07,ELVA,ELVA,S,CBOE,0
2026/07,ELVN,ELVN,S,CBOE,1
2026/07,EMA,EMA,S,CBOE,0
2026/07,EMB,EMB,S,CBOE,0
2026/07,EMBJ,EMBJ,S,CBOE,28
2026/07,EME,EME,S,CBOE,5
2026/07,EMN,EMN,S,CBOE,49
2026/07,EMPD,EMPD,S,CBOE,22
2026/07,EMQQ,EMQQ,S,CBOE,1
2026/07,EMR,EMR,S,CBOE,144
2026/07,ENB,ENB,S,CBOE,44
2026/07,ENLT,ENLT,S,CBOE,9
2026/07,ENOV,ENOV,S,CBOE,3
2026/07,ENPH,ENPH,S,CBOE,860
2026/07,ENR,ENR,S,CBOE,6
2026/07,ENS,ENS,S,CBOE,7
2026/07,ENSG,ENSG,S,CBOE,20
2026/07,ENTA,ENTA,S,CBOE,2
2026/07,2ENTG,ENTG,S,CBOE,27
2026/07,ENTG,ENTG,S,CBOE,48
2026/07,ENVA,ENVA,S,CBOE,4
2026/07,ENVX,ENVX,S,CBOE,569
2026/07,ENZL,ENZL,S,CBOE,0
2026/07,EOG,EOG,S,CBOE,131
2026/07,EOLS,EOLS,S,CBOE,285
2026/07,EOSE,EOSE,S,CBOE,724
2026/07,EOSE1,EOSE,S,CBOE,318
2026/07,EOSU,EOSU,S,CBOE,5
2026/07,EPAC,EPAC,S,CBOE,41
2026/07,EPAM,EPAM,S,CBOE,12
2026/07,EPC,EPC,S,CBOE,0
2026/07,EPD,EPD,S,CBOE,163
2026/07,EPI,EPI,S,CBOE,7
2026/07,EPM,EPM,S,CBOE,2
2026/07,EPOL,EPOL,S,CBOE,3
2026/07,EPR,EPR,S,CBOE,2
2026/07,EPRT,EPRT,S,CBOE,0
2026/07,EPSN,EPSN,S,CBOE,36
2026/07,EPU,EPU,S,CBOE,0
2026/07,EPV,EPV,S,CBOE,0
2026/07,EQ,EQ,S,CBOE,0
2026/07,EQH,EQH,S,CBOE,0
2026/07,EQIX,EQIX,S,CBOE,26
2026/07,EQNR,EQNR,S,CBOE,82
2026/07,EQPT,EQPT,S,CBOE,105
2026/07,EQR,EQR,S,CBOE,110
2026/07,EQT,EQT,S,CBOE,476
2026/07,EQX,EQX,S,CBOE,66
2026/07,ERAS,ERAS,S,CBOE,184
2026/07,ERIC,ERIC,S,CBOE,5
2026/07,ERIE,ERIE,S,CBOE,1
2026/07,ERII,ERII,S,CBOE,15
2026/07,ERO,ERO,S,CBOE,95
2026/07,EROC,EROC,S,CBOE,1
2026/07,ERX,ERX,S,CBOE,3
2026/07,ERY,ERY,S,CBOE,2
2026/07,ES,ES,S,CBOE,19
2026/07,ESAB,ESAB,S,CBOE,1
2026/07,ESCA,ESCA,S,CBOE,0
2026/07,ESE,ESE,S,CBOE,1
2026/07,ESI,ESI,S,CBOE,53
2026/07,ESLT,ESLT,S,CBOE,3
2026/07,ESNT,ESNT,S,CBOE,0
2026/07,ESPO,ESPO,S,CBOE,0
2026/07,ESPR,ESPR,S,CBOE,113
2026/07,ESS,ESS,S,CBOE,1
2026/07,ESTA,ESTA,S,CBOE,6
2026/07,ESTC,ESTC,S,CBOE,36
2026/07,ET,ET,S,CBOE,1267
2026/07,ETD,ETD,S,CBOE,0
2026/07,2ETH,ETH,S,CBOE,219
2026/07,ETH,ETH,S,CBOE,68
2026/07,2ETHA,ETHA,S,CBOE,8057
2026/07,ETHA,ETHA,S,CBOE,4619
2026/07,ETHD,ETHD,S,CBOE,1
2026/07,ETHE,ETHE,S,CBOE,56
2026/07,ETHT,ETHT,S,CBOE,2
2026/07,2ETHU,ETHU,S,CBOE,86
2026/07,ETHU,ETHU,S,CBOE,241
2026/07,ETHW,ETHW,S,CBOE,0
2026/07,2ETN,ETN,S,CBOE,27
2026/07,ETN,ETN,S,CBOE,216
2026/07,ETNG,ETNG,S,CBOE,0
2026/07,ETON,ETON,S,CBOE,2
2026/07,ETOR,ETOR,S,CBOE,26
2026/07,ETR,ETR,S,CBOE,5
2026/07,ETSY,ETSY,S,CBOE,182
2026/07,ETU,ETU,S,CBOE,0
2026/07,EU,EU,S,CBOE,10
2026/07,EUAD,EUAD,S,CBOE,1
2026/07,EUFN,EUFN,S,CBOE,1
2026/07,EURL,EURL,S,CBOE,1
2026/07,EUV,EUV,S,CBOE,75
2026/07,EVC,EVC,S,CBOE,13
2026/07,EVER,EVER,S,CBOE,4
2026/07,EVEX,EVEX,S,CBOE,2
2026/07,EVGO,EVGO,S,CBOE,10
2026/07,EVH,EVH,S,CBOE,5
2026/07,EVLV,EVLV,S,CBOE,10
2026/07,EVMN,EVMN,S,CBOE,116
2026/07,EVR,EVR,S,CBOE,4
2026/07,EVRG,EVRG,S,CBOE,2
2026/07,EVTL,EVTL,S,CBOE,6
2026/07,EW,EW,S,CBOE,11
2026/07,2EWA,EWA,S,CBOE,519
2026/07,EWA,EWA,S,CBOE,94
2026/07,EWBC,EWBC,S,CBOE,4
2026/07,EWC,EWC,S,CBOE,1
2026/07,EWD,EWD,S,CBOE,0
2026/07,EWG,EWG,S,CBOE,15
2026/07,EWH,EWH,S,CBOE,0
2026/07,EWI,EWI,S,CBOE,0
2026/07,2EWJ,EWJ,S,CBOE,287
2026/07,EWJ,EWJ,S,CBOE,126
2026/07,EWL,EWL,S,CBOE,1
2026/07,EWM,EWM,S,CBOE,0
2026/07,EWN,EWN,S,CBOE,0
2026/07,EWP,EWP,S,CBOE,0
2026/07,EWS,EWS,S,CBOE,0
2026/07,EWT,EWT,S,CBOE,956
2026/07,EWTX,EWTX,S,CBOE,4
2026/07,EWU,EWU,S,CBOE,5
2026/07,EWV,EWV,S,CBOE,0
2026/07,EWW,EWW,S,CBOE,4
2026/07,2EWY,EWY,S,CBOE,760
2026/07,EWY,EWY,S,CBOE,5170
2026/07,EWZ,EWZ,S,CBOE,2686
2026/07,EWZS,EWZS,S,CBOE,3
2026/07,EXC,EXC,S,CBOE,8
2026/07,EXE,EXE,S,CBOE,58
2026/07,EXEL,EXEL,S,CBOE,139
2026/07,EXFY,EXFY,S,CBOE,6
2026/07,EXK,EXK,S,CBOE,35
2026/07,EXLS,EXLS,S,CBOE,3
2026/07,EXP,EXP,S,CBOE,1
2026/07,EXPD,EXPD,S,CBOE,20
2026/07,2EXPE,EXPE,S,CBOE,36
2026/07,EXPE,EXPE,S,CBOE,43
2026/07,EXPO,EXPO,S,CBOE,1
2026/07,EXR,EXR,S,CBOE,153
2026/07,EXTR,EXTR,S,CBOE,5
2026/07,EYE,EYE,S,CBOE,1
2026/07,EYES,EYES,S,CBOE,0
2026/07,EYPT,EYPT,S,CBOE,234
2026/07,EZA,EZA,S,CBOE,1
2026/07,EZBC,EZBC,S,CBOE,2
2026/07,EZJ,EZJ,S,CBOE,0
2026/07,EZPW,EZPW,S,CBOE,5
2026/07,EZU,EZU,S,CBOE,2
2026/07,F,F,S,CBOE,3206
2026/07,FAC,FAC,S,CBOE,4
2026/07,FAF,FAF,S,CBOE,1
2026/07,FANG,FANG,S,CBOE,34
2026/07,2FAS,FAS,S,CBOE,9
2026/07,FAS,FAS,S,CBOE,233
2026/07,FAST,FAST,S,CBOE,54
2026/07,FATE,FATE,S,CBOE,3
2026/07,FAZ,FAZ,S,CBOE,7
2026/07,FAZ1,FAZ,S,CBOE,6
2026/07,FBIN,FBIN,S,CBOE,4
2026/07,FBIO,FBIO,S,CBOE,99
2026/07,FBK,FBK,S,CBOE,0
2026/07,2FBL,FBL,S,CBOE,18
2026/07,FBL,FBL,S,CBOE,52
2026/07,FBND,FBND,S,CBOE,7
2026/07,FBRT,FBRT,S,CBOE,1
2026/07,FBRX,FBRX,S,CBOE,7
2026/07,FBT,FBT,S,CBOE,1
2026/07,FBTC,FBTC,S,CBOE,140
2026/07,FBY,FBY,S,CBOE,2
2026/07,FC,FC,S,CBOE,1
2026/07,FCEL,FCEL,S,CBOE,1510
2026/07,FCF,FCF,S,CBOE,0
2026/07,FCFS,FCFS,S,CBOE,0
2026/07,FCG,FCG,S,CBOE,0
2026/07,FCLD,FCLD,S,CBOE,0
2026/07,2FCNCA,FCNCA,S,CBOE,4
2026/07,FCNCA,FCNCA,S,CBOE,6
2026/07,FCOM,FCOM,S,CBOE,0
2026/07,2FCX,FCX,S,CBOE,501
2026/07,FCX,FCX,S,CBOE,2386
2026/07,FDIG,FDIG,S,CBOE,0
2026/07,FDMT,FDMT,S,CBOE,0
2026/07,FDN,FDN,S,CBOE,1
2026/07,FDNI,FDNI,S,CBOE,5
2026/07,FDS,FDS,S,CBOE,15
2026/07,FDUS,FDUS,S,CBOE,27
2026/07,FDVV,FDVV,S,CBOE,0
2026/07,FDX,FDX,S,CBOE,130
2026/07,FDX1,FDX,S,CBOE,4
2026/07,FDXF,FDXF,S,CBOE,42
2026/07,FE,FE,S,CBOE,62
2026/07,FEIM,FEIM,S,CBOE,1
2026/07,FELC,FELC,S,CBOE,0
2026/07,FELG,FELG,S,CBOE,0
2026/07,FELV,FELV,S,CBOE,0
2026/07,FEM,FEM,S,CBOE,0
2026/07,FENC,FENC,S,CBOE,0
2026/07,FENY,FENY,S,CBOE,0
2026/07,FEPI,FEPI,S,CBOE,1
2026/07,FER,FER,S,CBOE,0
2026/07,FERG,FERG,S,CBOE,2
2026/07,FET,FET,S,CBOE,0
2026/07,FETH,FETH,S,CBOE,24
2026/07,FEZ,FEZ,S,CBOE,39
2026/07,FF,FF,S,CBOE,0
2026/07,FFAI,FFAI,S,CBOE,141
2026/07,FFBC,FFBC,S,CBOE,0
2026/07,FFEM,FFEM,S,CBOE,1
2026/07,FFIV,FFIV,S,CBOE,6
2026/07,FFTY,FFTY,S,CBOE,0
2026/07,FG,FG,S,CBOE,1
2026/07,FGRU,FGRU,S,CBOE,2
2026/07,FHB,FHB,S,CBOE,1
2026/07,FHEQ,FHEQ,S,CBOE,0
2026/07,FHLC,FHLC,S,CBOE,2
2026/07,FHN,FHN,S,CBOE,22
2026/07,FHTX,FHTX,S,CBOE,2
2026/07,FIAT,FIAT,S,CBOE,1
2026/07,FIBK,FIBK,S,CBOE,1
2026/07,FICO,FICO,S,CBOE,51
2026/07,FIDI,FIDI,S,CBOE,0
2026/07,FIDU,FIDU,S,CBOE,0
2026/07,FIG,FIG,S,CBOE,1889
2026/07,FIGG,FIGG,S,CBOE,3
2026/07,FIGG1,FIGG,S,CBOE,0
2026/07,FIGR,FIGR,S,CBOE,258
2026/07,FIGS,FIGS,S,CBOE,11
2026/07,FINV,FINV,S,CBOE,2
2026/07,FIP,FIP,S,CBOE,5
2026/07,FIS,FIS,S,CBOE,62
2026/07,FISV,FISV,S,CBOE,376
2026/07,FITB,FITB,S,CBOE,19
2026/07,FIVE,FIVE,S,CBOE,28
2026/07,FIVN,FIVN,S,CBOE,188
2026/07,2FIX,FIX,S,CBOE,0
2026/07,FIX,FIX,S,CBOE,27
2026/07,FIZZ,FIZZ,S,CBOE,25
2026/07,FJET,FJET,S,CBOE,32
2026/07,FLD,FLD,S,CBOE,2
2026/07,FLEE,FLEE,S,CBOE,0
2026/07,FLEX,FLEX,S,CBOE,210
2026/07,FLG,FLG,S,CBOE,161
2026/07,FLGT,FLGT,S,CBOE,1
2026/07,FLJP,FLJP,S,CBOE,0
2026/07,FLL,FLL,S,CBOE,2
2026/07,FLNA,FLNA,S,CBOE,3
2026/07,FLNC,FLNC,S,CBOE,678
2026/07,FLNG,FLNG,S,CBOE,35
2026/07,FLO,FLO,S,CBOE,8
2026/07,1FLR,FLR,S,CBOE,23
2026/07,FLR,FLR,S,CBOE,36
2026/07,FLS,FLS,S,CBOE,1
2026/07,FLUT,FLUT,S,CBOE,25
2026/07,FLWS,FLWS,S,CBOE,2
2026/07,FLY,FLY,S,CBOE,324
2026/07,FLYT,FLYT,S,CBOE,4
2026/07,FLYW,FLYW,S,CBOE,22
2026/07,FMAO,FMAO,S,CBOE,0
2026/07,FMAT,FMAT,S,CBOE,0
2026/07,FMC,FMC,S,CBOE,68
2026/07,FMS,FMS,S,CBOE,15
2026/07,FMX,FMX,S,CBOE,0
2026/07,FN,FN,S,CBOE,35
2026/07,FNB,FNB,S,CBOE,1
2026/07,FNCL,FNCL,S,CBOE,1
2026/07,FND,FND,S,CBOE,7
2026/07,FNDE,FNDE,S,CBOE,0
2026/07,FNDX,FNDX,S,CBOE,1
2026/07,FNF,FNF,S,CBOE,4
2026/07,FNGG,FNGG,S,CBOE,1
2026/07,FNGR,FNGR,S,CBOE,4
2026/07,FNGS,FNGS,S,CBOE,1
2026/07,FNKO,FNKO,S,CBOE,0
2026/07,FNV,FNV,S,CBOE,15
2026/07,FOA,FOA,S,CBOE,46
2026/07,FOCL,FOCL,S,CBOE,1
2026/07,FORM,FORM,S,CBOE,36
2026/07,FORR,FORR,S,CBOE,1
2026/07,FOSL,FOSL,S,CBOE,4
2026/07,FOTO,FOTO,S,CBOE,35
2026/07,FOUR,FOUR,S,CBOE,43
2026/07,FOX,FOX,S,CBOE,2
2026/07,FOXA,FOXA,S,CBOE,66
2026/07,FOXF,FOXF,S,CBOE,0
2026/07,FPI,FPI,S,CBOE,5
2026/07,FPS,FPS,S,CBOE,150
2026/07,FPX,FPX,S,CBOE,0
2026/07,FR,FR,S,CBOE,46
2026/07,FRDM,FRDM,S,CBOE,2
2026/07,FRHC,FRHC,S,CBOE,32
2026/07,FRMI,FRMI,S,CBOE,1701
2026/07,FRMM,FRMM,S,CBOE,77
2026/07,FRMM1,FRMM,S,CBOE,1
2026/07,FRNW,FRNW,S,CBOE,0
2026/07,FRO,FRO,S,CBOE,101
2026/07,FROG,FROG,S,CBOE,78
2026/07,FRPT,FRPT,S,CBOE,70
2026/07,FRSH,FRSH,S,CBOE,15
2026/07,FRT,FRT,S,CBOE,12
2026/07,FRVO,FRVO,S,CBOE,32
2026/07,FSBC,FSBC,S,CBOE,0
2026/07,FSK,FSK,S,CBOE,11
2026/07,2FSLR,FSLR,S,CBOE,612
2026/07,FSLR,FSLR,S,CBOE,860
2026/07,FSLY,FSLY,S,CBOE,242
2026/07,FSM,FSM,S,CBOE,9
2026/07,FSOL,FSOL,S,CBOE,11
2026/07,FSS,FSS,S,CBOE,35
2026/07,FSTA,FSTA,S,CBOE,0
2026/07,FSV,FSV,S,CBOE,0
2026/07,FTAI,FTAI,S,CBOE,97
2026/07,FTC,FTC,S,CBOE,0
2026/07,FTDR,FTDR,S,CBOE,1
2026/07,FTEC,FTEC,S,CBOE,9
2026/07,FTEK,FTEK,S,CBOE,2
2026/07,FTI,FTI,S,CBOE,12
2026/07,FTK,FTK,S,CBOE,1
2026/07,FTNT,FTNT,S,CBOE,514
2026/07,FTRE,FTRE,S,CBOE,1
2026/07,FTS,FTS,S,CBOE,0
2026/07,FTV,FTV,S,CBOE,3
2026/07,FUBO,FUBO,S,CBOE,176
2026/07,FUBO1,FUBO,S,CBOE,12
2026/07,FUL,FUL,S,CBOE,0
2026/07,FULC,FULC,S,CBOE,1
2026/07,1FUN,FUN,S,CBOE,136
2026/07,FUN,FUN,S,CBOE,19
2026/07,FUTG,FUTG,S,CBOE,2
2026/07,FUTU,FUTU,S,CBOE,236
2026/07,FUTY,FUTY,S,CBOE,0
2026/07,FVRR,FVRR,S,CBOE,43
2026/07,FWDI,FWDI,S,CBOE,22
2026/07,FWONA,FWONA,S,CBOE,0
2026/07,FWONK,FWONK,S,CBOE,1
2026/07,FWRD,FWRD,S,CBOE,3
2026/07,FWRG,FWRG,S,CBOE,1
2026/07,FXA,FXA,S,CBOE,0
2026/07,FXB,FXB,S,CBOE,2
2026/07,FXC,FXC,S,CBOE,0
2026/07,FXE,FXE,S,CBOE,41
2026/07,FXF,FXF,S,CBOE,1
2026/07,FXI,FXI,S,CBOE,659
2026/07,FXP,FXP,S,CBOE,0
2026/07,FXY,FXY,S,CBOE,150
2026/07,G,G,S,CBOE,0
2026/07,GAIA,GAIA,S,CBOE,1
2026/07,GAIN,GAIN,S,CBOE,8
2026/07,GALT,GALT,S,CBOE,3
2026/07,GAMB,GAMB,S,CBOE,0
2026/07,GANX,GANX,S,CBOE,1
2026/07,GAP,GAP,S,CBOE,227
2026/07,GASS,GASS,S,CBOE,7
2026/07,GASZ,GASZ,S,CBOE,0
2026/07,GATX,GATX,S,CBOE,0
2026/07,GAU,GAU,S,CBOE,0
2026/07,GBCI,GBCI,S,CBOE,32
2026/07,GBDC,GBDC,S,CBOE,1
2026/07,GBFH,GBFH,S,CBOE,2
2026/07,2GBTC,GBTC,S,CBOE,265
2026/07,GBTC,GBTC,S,CBOE,101
2026/07,GBX,GBX,S,CBOE,18
2026/07,GCMG,GCMG,S,CBOE,5
2026/07,GCT,GCT,S,CBOE,10
2026/07,2GD,GD,S,CBOE,2
2026/07,GD,GD,S,CBOE,73
2026/07,GDDY,GDDY,S,CBOE,100
2026/07,GDE,GDE,S,CBOE,1
2026/07,GDOG,GDOG,S,CBOE,0
2026/07,GDOT,GDOT,S,CBOE,2
2026/07,GDRX,GDRX,S,CBOE,4
2026/07,GDS,GDS,S,CBOE,18
2026/07,2GDX,GDX,S,CBOE,3
2026/07,GDX,GDX,S,CBOE,2200
2026/07,GDXJ,GDXJ,S,CBOE,194
2026/07,GDXW,GDXW,S,CBOE,1
2026/07,GDXY,GDXY,S,CBOE,1
2026/07,GDYN,GDYN,S,CBOE,10
2026/07,2GE,GE,S,CBOE,506
2026/07,GE,GE,S,CBOE,453
2026/07,GEF,GEF,S,CBOE,0
2026/07,GEHC,GEHC,S,CBOE,93
2026/07,GEL,GEL,S,CBOE,1
2026/07,GEMG,GEMG,S,CBOE,0
2026/07,GEMI,GEMI,S,CBOE,296
2026/07,GEN,GEN,S,CBOE,11
2026/07,GENI,GENI,S,CBOE,27
2026/07,GENZ,GENZ,S,CBOE,0
2026/07,GEO,GEO,S,CBOE,433
2026/07,GEOS,GEOS,S,CBOE,1
2026/07,GERN,GERN,S,CBOE,9
2026/07,GETY,GETY,S,CBOE,76
2026/07,2GEV,GEV,S,CBOE,47
2026/07,GEV,GEV,S,CBOE,602
2026/07,GEVO,GEVO,S,CBOE,2
2026/07,GEVX,GEVX,S,CBOE,14
2026/07,GFF,GFF,S,CBOE,0
2026/07,GFI,GFI,S,CBOE,22
2026/07,GFI1,GFI,S,CBOE,1
2026/07,GFL,GFL,S,CBOE,1831
2026/07,GFS,GFS,S,CBOE,172
2026/07,GGAL,GGAL,S,CBOE,145
2026/07,GGB,GGB,S,CBOE,0
2026/07,GGG,GGG,S,CBOE,0
2026/07,GGLL,GGLL,S,CBOE,38
2026/07,GGLS,GGLS,S,CBOE,1
2026/07,GH,GH,S,CBOE,50
2026/07,GHM,GHM,S,CBOE,0
2026/07,GIII,GIII,S,CBOE,0
2026/07,GIL,GIL,S,CBOE,161
2026/07,GILD,GILD,S,CBOE,291
2026/07,GILT,GILT,S,CBOE,8
2026/07,GINN,GINN,S,CBOE,0
2026/07,1GIS,GIS,S,CBOE,318
2026/07,GIS,GIS,S,CBOE,446
2026/07,GKOS,GKOS,S,CBOE,2
2026/07,GL,GL,S,CBOE,11
2026/07,GLAD,GLAD,S,CBOE,3
2026/07,GLBE,GLBE,S,CBOE,14
2026/07,1GLD,GLD,S,CBOE,2
2026/07,2GLD,GLD,S,CBOE,66
2026/07,4GLD,GLD,S,CBOE,28
2026/07,GLD,GLD,S,CBOE,7631
